incident_day_of_week,incident_hour,zipcode,police_district,crime,population,population_density,housing_units,occupied_housing_units,median_home_value,median_household_income
Thursday,21,94102.0,Southern,9,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Thursday,21,94102.0,Tenderloin,13,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Thursday,21,94103.0,Central,1,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Thursday,21,94103.0,Mission,2,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Thursday,21,94103.0,Northern,1,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Thursday,21,94103.0,Southern,76,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Thursday,21,94103.0,Tenderloin,36,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Thursday,21,94104.0,Bayview,1,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Thursday,21,94104.0,Central,42,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Thursday,21,94104.0,Southern,4,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Thursday,21,94104.0,Tenderloin,2,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Thursday,21,94105.0,Central,4,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Thursday,21,94105.0,Southern,29,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Thursday,21,94107.0,Bayview,3,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Thursday,21,94107.0,Southern,2,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Thursday,21,94108.0,Central,42,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Thursday,21,94108.0,Tenderloin,8,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Thursday,21,94109.0,Central,11,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Thursday,21,94109.0,Northern,32,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Thursday,21,94109.0,Tenderloin,8,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Thursday,21,94110.0,Bayview,11,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Thursday,21,94110.0,Ingleside,21,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Thursday,21,94110.0,Mission,76,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Thursday,21,94110.0,Northern,1,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Thursday,21,94110.0,Southern,1,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Thursday,21,94111.0,Central,57,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Thursday,21,94111.0,Northern,1,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Thursday,21,94112.0,Ingleside,23,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Thursday,21,94112.0,Out of SF,2,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Thursday,21,94112.0,Taraval,2,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Thursday,21,94114.0,Mission,27,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Thursday,21,94114.0,Park,2,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Thursday,21,94115.0,Central,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Thursday,21,94115.0,Northern,17,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Thursday,21,94115.0,Park,2,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Thursday,21,94115.0,Richmond,11,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Thursday,21,94116.0,Bayview,1,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Thursday,21,94116.0,Taraval,25,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Thursday,21,94117.0,Mission,11,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Thursday,21,94117.0,Northern,6,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Thursday,21,94117.0,Park,18,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Thursday,21,94118.0,Park,4,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Thursday,21,94118.0,Richmond,37,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Thursday,21,94122.0,Park,2,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Thursday,21,94122.0,Richmond,12,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Thursday,21,94122.0,Taraval,33,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Thursday,21,94123.0,Central,2,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Thursday,21,94123.0,Northern,24,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Thursday,21,94124.0,Bayview,33,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Thursday,21,94127.0,Ingleside,9,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Thursday,21,94127.0,Mission,1,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Thursday,21,94127.0,Out of SF,1,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Thursday,21,94127.0,Taraval,11,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Thursday,21,94129.0,Central,1,3183.0,1381.0,1132.0,1086.0,,143320.0
Thursday,21,94131.0,Ingleside,6,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Thursday,21,94131.0,Mission,4,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Thursday,21,94131.0,Park,9,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Thursday,21,94132.0,Taraval,19,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Thursday,21,94134.0,Bayview,17,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Thursday,21,94134.0,Ingleside,13,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Thursday,21,94158.0,Bayview,15,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Thursday,21,94158.0,Mission,4,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Thursday,21,94158.0,Out of SF,1,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Thursday,21,94158.0,Southern,21,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Thursday,22,94102.0,Mission,30,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Thursday,22,94102.0,Northern,28,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Thursday,22,94102.0,Park,1,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Thursday,22,94102.0,Southern,6,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Thursday,22,94102.0,Tenderloin,20,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Thursday,22,94103.0,Mission,1,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Thursday,22,94103.0,Out of SF,1,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Thursday,22,94103.0,Southern,40,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Thursday,22,94103.0,Tenderloin,41,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Thursday,22,94104.0,Central,22,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Thursday,22,94104.0,Northern,1,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Thursday,22,94104.0,Southern,3,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Thursday,22,94105.0,Central,2,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Thursday,22,94105.0,Southern,25,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Thursday,22,94107.0,Bayview,9,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Thursday,22,94107.0,Southern,1,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Thursday,22,94108.0,Central,55,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Thursday,22,94108.0,Out of SF,2,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Thursday,22,94108.0,Tenderloin,3,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Thursday,22,94109.0,Central,19,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Thursday,22,94109.0,Northern,31,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Thursday,22,94109.0,Tenderloin,8,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Thursday,22,94110.0,Bayview,6,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Thursday,22,94110.0,Ingleside,18,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Thursday,22,94110.0,Mission,80,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Thursday,22,94110.0,Southern,1,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Thursday,22,94111.0,Central,45,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Thursday,22,94111.0,Northern,1,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Thursday,22,94112.0,Ingleside,33,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Thursday,22,94112.0,Taraval,2,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Thursday,22,94114.0,Mission,21,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Thursday,22,94114.0,Park,8,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Thursday,22,94115.0,Mission,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Thursday,22,94115.0,Northern,11,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Thursday,22,94115.0,Richmond,5,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Thursday,22,94115.0,Southern,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Thursday,22,94116.0,Out of SF,1,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Thursday,22,94116.0,Taraval,13,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Thursday,22,94117.0,Mission,2,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Thursday,22,94117.0,Northern,9,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Thursday,22,94117.0,Park,19,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Thursday,22,94118.0,Park,2,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Thursday,22,94118.0,Richmond,38,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Thursday,22,94122.0,Park,3,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Thursday,22,94122.0,Richmond,8,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Thursday,22,94122.0,Taraval,23,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Thursday,22,94123.0,Northern,26,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Thursday,22,94124.0,Bayview,39,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Thursday,22,94124.0,Central,1,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Thursday,22,94127.0,Ingleside,6,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Thursday,22,94127.0,Taraval,11,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Thursday,22,94130.0,Southern,2,2880.0,3196.0,786.0,656.0,,37500.0
Thursday,22,94131.0,Ingleside,11,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Thursday,22,94131.0,Mission,4,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Thursday,22,94131.0,Park,2,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Thursday,22,94132.0,Taraval,14,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Thursday,22,94134.0,Bayview,26,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Thursday,22,94134.0,Ingleside,10,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Thursday,22,94134.0,Mission,1,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Thursday,22,94134.0,Out of SF,1,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Thursday,22,94158.0,Bayview,4,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Thursday,22,94158.0,Mission,2,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Thursday,22,94158.0,Out of SF,2,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Thursday,22,94158.0,Southern,10,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Thursday,23,94102.0,Mission,14,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Thursday,23,94102.0,Northern,23,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Thursday,23,94102.0,Park,2,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Thursday,23,94102.0,Southern,13,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Thursday,23,94102.0,Tenderloin,25,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Thursday,23,94103.0,Central,2,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Thursday,23,94103.0,Mission,5,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Thursday,23,94103.0,Southern,32,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Thursday,23,94103.0,Tenderloin,17,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Thursday,23,94104.0,Central,21,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Thursday,23,94104.0,Out of SF,1,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Thursday,23,94104.0,Southern,4,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Thursday,23,94105.0,Central,10,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Thursday,23,94105.0,Southern,19,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Thursday,23,94107.0,Bayview,5,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Thursday,23,94108.0,Central,55,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Thursday,23,94108.0,Tenderloin,5,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Thursday,23,94109.0,Central,9,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Thursday,23,94109.0,Northern,28,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Thursday,23,94109.0,Tenderloin,6,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Thursday,23,94110.0,Bayview,11,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Thursday,23,94110.0,Ingleside,6,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Thursday,23,94110.0,Mission,83,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Thursday,23,94111.0,Central,18,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Thursday,23,94111.0,Mission,1,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Thursday,23,94112.0,Ingleside,22,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Thursday,23,94112.0,Taraval,3,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Thursday,23,94114.0,Mission,18,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Thursday,23,94114.0,Park,1,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Thursday,23,94115.0,Northern,13,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Thursday,23,94115.0,Richmond,7,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Thursday,23,94116.0,Taraval,20,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Thursday,23,94117.0,Mission,11,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Thursday,23,94117.0,Northern,7,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Thursday,23,94117.0,Park,21,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Thursday,23,94118.0,Park,1,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Thursday,23,94118.0,Richmond,34,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Thursday,23,94122.0,Park,2,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Thursday,23,94122.0,Richmond,4,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Thursday,23,94122.0,Taraval,11,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Thursday,23,94123.0,Northern,17,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Thursday,23,94124.0,Bayview,21,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Thursday,23,94124.0,Ingleside,1,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Thursday,23,94127.0,Ingleside,3,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Thursday,23,94127.0,Park,1,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Thursday,23,94127.0,Taraval,5,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Thursday,23,94129.0,Central,2,3183.0,1381.0,1132.0,1086.0,,143320.0
Thursday,23,94130.0,Southern,5,2880.0,3196.0,786.0,656.0,,37500.0
Thursday,23,94131.0,Ingleside,8,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Thursday,23,94131.0,Mission,1,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Thursday,23,94131.0,Park,3,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Thursday,23,94132.0,Taraval,8,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Thursday,23,94134.0,Bayview,15,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Thursday,23,94134.0,Ingleside,6,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Thursday,23,94158.0,Bayview,6,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Thursday,23,94158.0,Mission,7,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Thursday,23,94158.0,Southern,11,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Tuesday,0,94102.0,Mission,17,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Tuesday,0,94102.0,Northern,24,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Tuesday,0,94102.0,Southern,11,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Tuesday,0,94102.0,Tenderloin,18,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Tuesday,0,94103.0,Mission,2,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Tuesday,0,94103.0,Out of SF,7,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Tuesday,0,94103.0,Southern,52,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Tuesday,0,94103.0,Tenderloin,59,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Tuesday,0,94104.0,Central,24,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Tuesday,0,94104.0,Southern,7,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Tuesday,0,94104.0,Tenderloin,3,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Tuesday,0,94105.0,Central,1,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Tuesday,0,94105.0,Southern,26,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Tuesday,0,94107.0,Bayview,3,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Tuesday,0,94108.0,Central,54,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Tuesday,0,94108.0,Out of SF,1,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Tuesday,0,94108.0,Tenderloin,4,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Tuesday,0,94109.0,Central,28,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Tuesday,0,94109.0,Northern,29,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Tuesday,0,94109.0,Tenderloin,7,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Tuesday,0,94110.0,Bayview,13,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Tuesday,0,94110.0,Ingleside,13,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Tuesday,0,94110.0,Mission,88,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Tuesday,0,94110.0,Southern,1,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Tuesday,0,94111.0,Central,18,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Tuesday,0,94112.0,Ingleside,43,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Tuesday,0,94112.0,Out of SF,1,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Tuesday,0,94112.0,Taraval,2,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Tuesday,0,94114.0,Mission,22,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Tuesday,0,94114.0,Park,4,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Tuesday,0,94115.0,Northern,24,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Tuesday,0,94115.0,Park,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Tuesday,0,94115.0,Richmond,9,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Tuesday,0,94116.0,Taraval,32,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Tuesday,0,94117.0,Mission,1,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Tuesday,0,94117.0,Northern,10,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Tuesday,0,94117.0,Park,18,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Tuesday,0,94118.0,Out of SF,1,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Tuesday,0,94118.0,Park,5,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Tuesday,0,94118.0,Richmond,23,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Tuesday,0,94118.0,Southern,2,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Tuesday,0,94122.0,Park,3,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Tuesday,0,94122.0,Richmond,15,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Tuesday,0,94122.0,Taraval,16,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Tuesday,0,94123.0,Northern,25,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Tuesday,0,94123.0,Southern,1,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Tuesday,0,94124.0,Bayview,39,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Tuesday,0,94124.0,Out of SF,4,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Tuesday,0,94127.0,Ingleside,2,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Tuesday,0,94127.0,Taraval,12,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Tuesday,0,94129.0,Central,2,3183.0,1381.0,1132.0,1086.0,,143320.0
Tuesday,0,94131.0,Central,1,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Tuesday,0,94131.0,Ingleside,10,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Tuesday,0,94131.0,Mission,7,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Tuesday,0,94131.0,Park,2,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Tuesday,0,94132.0,Taraval,12,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Tuesday,0,94134.0,Bayview,15,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Tuesday,0,94134.0,Ingleside,22,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Tuesday,0,94134.0,Out of SF,1,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Tuesday,0,94158.0,Bayview,12,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Tuesday,0,94158.0,Out of SF,6,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Tuesday,0,94158.0,Southern,29,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Tuesday,1,94102.0,Mission,20,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Tuesday,1,94102.0,Northern,25,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Tuesday,1,94102.0,Southern,3,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Tuesday,1,94102.0,Tenderloin,9,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Tuesday,1,94103.0,Mission,2,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Tuesday,1,94103.0,Out of SF,2,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Tuesday,1,94103.0,Southern,29,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Tuesday,1,94103.0,Tenderloin,20,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Tuesday,1,94104.0,Central,17,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Tuesday,1,94105.0,Central,8,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Tuesday,1,94105.0,Southern,13,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Tuesday,1,94107.0,Bayview,1,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Tuesday,1,94108.0,Central,17,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Tuesday,1,94108.0,Tenderloin,2,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Tuesday,1,94109.0,Central,3,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Tuesday,1,94109.0,Northern,15,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Tuesday,1,94109.0,Tenderloin,1,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Tuesday,1,94110.0,Bayview,5,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Tuesday,1,94110.0,Ingleside,11,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Tuesday,1,94110.0,Mission,57,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Tuesday,1,94111.0,Central,20,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Tuesday,1,94112.0,Ingleside,22,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Tuesday,1,94112.0,Taraval,1,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Tuesday,1,94114.0,Mission,12,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Tuesday,1,94114.0,Park,1,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Tuesday,1,94115.0,Northern,3,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Tuesday,1,94115.0,Richmond,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Tuesday,1,94116.0,Taraval,7,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Tuesday,1,94117.0,Mission,2,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Tuesday,1,94117.0,Northern,3,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Tuesday,1,94117.0,Park,3,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Tuesday,1,94118.0,Park,2,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Tuesday,1,94118.0,Richmond,8,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Tuesday,1,94122.0,Park,2,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Tuesday,1,94122.0,Richmond,1,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Tuesday,1,94122.0,Taraval,8,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Tuesday,1,94123.0,Northern,10,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Tuesday,1,94124.0,Bayview,23,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
